Narrative,Fakes,Disinfo_cases_en,Date,Countries,Media,Link
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"Turkish President Recep Tayyip Erdoğan received his Ukrainian counterpart Volodymyr Zelensky on April 10, 2021 at the Huber Villa in Istanbul. The Turkish secret service immediately began recruiting international jihadists in the area it occupied in north-western Syria in order to send them to Ukraine. Turkey has already deployed and recruited international jihadists for deployment in Libya and Azerbaijan. 150 soldiers from the Turkish regular army have already arrived in Mariupol (Ukraine) for training. It is also the headquarters of the International Islamist Brigade, which Turkey founded with Tatars loyal to Washington.",18/04/2021,Germany,Uncutnews,https://uncutnews.ch/nato-land-tuerkei-rekrutiert-dschihadisten-um-sie-dann-in-die-ukraine-zu-schicken/
Nazis and ultra-nationalists in Ukraine,Nazis/right-wing nationalist government took power after the coup d'état in Kyiv,I have already explained what the US plan for Ukraine is: to encourage the Ukronazis to attack Russia without engaging the US in a gunnery war with Russia.,19/04/2021,Germany,Uncutnews,https://uncutnews.ch/die-us-kriegsplaene-fuer-die-ukraine/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,I have already explained what the US plan for Ukraine is: to encourage the Ukronazis to attack Russia without engaging the US in a gunnery war with Russia.,19/04/2021,Germany,Uncutnews,https://uncutnews.ch/die-us-kriegsplaene-fuer-die-ukraine/
Russia needs to protect itself,"Russia needs to protect ""LDPR"" citizens",The fact that Russia has an understandable interest in protecting Russian citizens in the independent eastern regions of Ukraine on the one hand and intending to keep the port of the Russian Black Sea Fleet in Crimea on the other is hardly acknowledged in the western media. ,22/04/2021,Germany,Report24 News,https://report24.news/nato-uebt-vor-russischer-grenze-kritik-weil-russland-eigene-armee-im-land-hat/
Maidan in 2014 was a coup d'état,Maidan led to the separation of Donetsk and Luhansk and civil war in the region,A civil war has been raging there since a coup supported by the USA and Germany in February 2014 led to the fall of the pro-Russian government of Viktor Yanukovych.,23/04/2021,Germany,wsws.org,https://www.wsws.org/de/articles/2021/04/23/ukra-a23.html
Nazis and ultra-nationalists in Ukraine,Neo-fascist/neo-Nazi forces participated in the coup d'état in 2014,"The Ukrainian ruling class is aware that the continuation - let alone escalation - of the war in eastern Ukraine is deeply unpopular. That is why she is working to mobilize the extreme right, which played a key role in the 2014 coup and the civil war that followed.",23/04/2021,Germany,wsws.org,https://www.wsws.org/de/articles/2021/04/23/ukra-a23.html
Nazis and ultra-nationalists in Ukraine,Right-wing radicals and neo-Nazis are closely involved in Ukraine's government and law enforcement system,"Last week Interior Minister Arsen Avakov, one of the country's most influential politicians who has close ties to the far right, appealed to these forces on Facebook. He called them ""patriots"" and, in fascist rhetoric, called on them to prepare for war and protect the ""motherland"".",23/04/2021,Germany,wsws.org,https://www.wsws.org/de/articles/2021/04/23/ukra-a23.html
Nazis and ultra-nationalists in Ukraine,Right-wing radicals and neo-Nazis are closely involved in Ukraine's government and law enforcement system,"As interior minister, Avakov controls the country's national guard, which was established in 2014 and includes the neo-fascist Azov and Donbas battalions.",23/04/2021,Germany,wsws.org,https://www.wsws.org/de/articles/2021/04/23/ukra-a23.html
Russia needs to protect itself,The West is provoking a war with Russia ,"Washington would like to start a low-intensity war between Ukraine and Russia, a long-lasting war that drains Russian resources and kills Russian soldiers, a war that distracts Russia's attention from other hotspots, such as Syria or Libya . This is how the United States is laying the groundwork for an even bigger future confrontation with Russia.",23/04/2021,Italy,Come Don Chisciotte,https://comedonchisciotte.org/flashpoint-ucraina-non-provocate-lorso/
Ukraine is a failed state,"Historically, Ukraine is a part of Russia","Ukrainians are Russians, in a way. They have the same religion, the same language, the same culture and the same history. ",23/04/2021,Italy,Come Don Chisciotte,https://comedonchisciotte.org/flashpoint-ucraina-non-provocate-lorso/
The West controls Ukraine and uses it to its advantage,"The ""coup"" was arranged by Nuland, she is the creator of the ""crisis in Ukraine""","Then-Deputy Secretary of State Nuland was exposed in a recorded conversation released on YouTube on February 4, 2014, as she planned the possible coup in Kyiv and chose the new prime minister two and a half weeks before the actual coup (February 22)",23/04/2021,Germany,Uncutnews,https://uncutnews.ch/ehemaliger-cia-analyst-putin-blufft-nicht-in-sachen-ukraine/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"Nuland is likely to be confirmed soon, and hotheads in Ukraine could easily interpret this as giving them carte blanche to send more troops, now armed with US offensive weapons, against the Donetsk and Luhansk anti-coup forces.",23/04/2021,Germany,Uncutnews,https://uncutnews.ch/ehemaliger-cia-analyst-putin-blufft-nicht-in-sachen-ukraine/
Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification,The Black Sea peninsula was annexed by Russia in March 2014 following the coup in Kyiv and a referendum in which a majority of the peninsula's residents voted to join Russia.,23/04/2021,Germany,wsws.org,https://www.wsws.org/de/articles/2021/04/23/ukra-a23.html
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war",A civil war has been raging there since a coup supported by the USA and Germany in February 2014 led to the fall of the pro-Russian government of Viktor Yanukovych.,23/04/2021,Germany,wsws.org,https://www.wsws.org/de/articles/2021/04/23/ukra-a23.html
Ukraine is conducting an aggressive policy,Kyiv ignores fulfillment ot the Minsk Agreements,Are Berlin and Brussels changing their assessment of the situation? Germany and the EU warn Kyiv to implement Minsk II ...The reminders from Germany to Kiev are increasing that one should stick to the agreements signed in February on Minsk II and heed the road map outlined there. ,27/04/2021,Germany,RT.DE,https://de.rt.com/18129/international/aendern-berlin-und-bruessel-ihre-lageeinschaetzug-deutschland-und-die-eu-mahnen-kiew-zur-umsetzung-der-minsker-vereinbarung/
Russians are discriminated in Ukraine,There is an oppression of Russian language in Ukraine,"What President of Ukraine Volodymyr Zelensky says in his interviews is that in Ukraine there are no problems either with the Russian language or with the Ukrainian Orthodox Church of the Moscow Patriarchate, and that he is ready to discuss all these issues with Vladimir Putin. You know, it's a shame, as I always thought, for an intelligent person to say that there are no problems for the Russian language and the Ukrainian Orthodox Church in Ukraine. I'm sure he knows it very well.",28/04/2021,Germany,SNA.DE,https://snanews.de/20210428/lawrow-interview-ria-politik-1893818.html
Ukraine is conducting an aggressive policy,The Ukrainian military open fire at civilians,Ukraine commits drone murder of child playing,29/04/2021,Germany,Linkezeitung.de,https://linkezeitung.de/2021/04/29/ukraine-begeht-drohnenmord-an-spielendem-kind/
Ukraine is conducting an aggressive policy,The Ukrainian military open fire at civilians,Ukraine commits drone murder of child playing,2/5/2021,Germany,Uncutnews,https://uncutnews.ch/ukraine-begeht-drohnenmord-an-spielendem-kind/
Maidan in 2014 was a coup d'état,"Maidan was organised or supported by other countries or foreigners, in particular to remove the ruling class close to Russia and replace it with the usual pro-Western puppets",Sternenko rose to prominence politically as a right-wing supporter of the US-backed coup against pro-Russian President-elect Viktor Yanukovych in 2014. Neo-fascist forces such as Sternenko's Right Sector and the Azov Battalion played important roles in this coup.,3/5/2021,Germany,Linkezeitung.de,https://www.google.com/url?q=https://linkezeitung.de/2021/05/03/ukraine-praesident-selenskyj-vertieft-buendnis-mit-rechtsextremen/&sa=D&source=docs&ust=1642494336073581&usg=AOvVaw0FZvymT2ubsVMelMR28Sau
Nazis and ultra-nationalists in Ukraine,Nazists organized Odesa massacre,"As a former leader of the Odesa neo-Nazi organization Right Sector, Sternenko was directly implicated in the 2014 killing of 46 people at the city's Trade Union House.",3/5/2021,Germany,Linkezeitung.de,https://www.google.com/url?q=https://linkezeitung.de/2021/05/03/ukraine-praesident-selenskyj-vertieft-buendnis-mit-rechtsextremen/&sa=D&source=docs&ust=1642494336073581&usg=AOvVaw0FZvymT2ubsVMelMR28Sau
Nazis and ultra-nationalists in Ukraine,Neo-fascist/neo-Nazi forces participated in the coup d'état in 2014,Sternenko rose to prominence politically as a right-wing supporter of the US-backed coup against pro-Russian President-elect Viktor Yanukovych in 2014. Neo-fascist forces such as Sternenko's Right Sector and the Azov Battalion played important roles in this coup.,3/5/2021,Germany,Linkezeitung.de,https://www.google.com/url?q=https://linkezeitung.de/2021/05/03/ukraine-praesident-selenskyj-vertieft-buendnis-mit-rechtsextremen/&sa=D&source=docs&ust=1642494336073581&usg=AOvVaw0FZvymT2ubsVMelMR28Sau
Nazis and ultra-nationalists in Ukraine,Right-wing radicals and neo-Nazis are closely involved in Ukraine's government and law enforcement system,"Right-wing Interior Minister Arsen Avakov, who is closely allied with neo-Nazi forces like the Azov Battalion,  recently urged the neo-fascists, whom he dubbed ""patriots,"" to prepare to defend ""homeland"" against Russia. These comments, and Zelenskyi's increasingly open ties to the country's far right, prove once again that the Ukrainian ruling class wants to use these elements as a spearhead in a potential war with Russia.",3/5/2021,Germany,Linkezeitung.de,https://www.google.com/url?q=https://linkezeitung.de/2021/05/03/ukraine-praesident-selenskyj-vertieft-buendnis-mit-rechtsextremen/&sa=D&source=docs&ust=1642494336073581&usg=AOvVaw0FZvymT2ubsVMelMR28Sau
